"","x"
"415",27.2210705699399
"416",36.5026564849541
"417",28.3602928649634
"418",27.0755805959925
"419",27.9559209896252
"420",23.0630868114531
"421",36.5921412128955
"422",38.5451122699305
"423",24.5164311211556
"424",31.9734798138961
"425",37.3505870206282
"426",27.9113713977858
"427",38.8455800851807
"428",24.548921296373
"429",23.7327591935173
"430",26.1210542824119
"431",20.0351869501173
"432",23.4684319375083
"433",25.9463115502149
"434",29.830820071511
"435",24.8442185577005
"436",39.7053409926593
"437",21.8381146108732
"438",30.869039199315
"439",32.2037051711231
"440",35.3537317179143
"441",26.5392099879682
"442",29.8187767760828
"443",30.5959794297814
"444",33.9245330775157
"445",32.7878375258297
"446",32.0785840461031
"447",30.2004409208894
"448",36.1835898691788
"449",36.2306278711185
"450",27.8446265449747
"451",36.0057249385864
"452",29.4108287198469
"453",35.9714047983289
"454",27.4621449550614
"455",32.4823318747804
"456",20.7456911541522
"457",26.6884509008378
"458",31.0484012728557
"459",24.2533545242622
"460",24.8586426116526
"461",29.5598609605804
"462",28.1729534035549
"463",27.215735106729
"464",30.5021444568411
"465",35.8335047028959
"466",34.3935288954526
"467",20.3187092253938
"468",37.9322062293068
"469",35.7058458589017
"470",28.2705265982077
"471",39.3401656951755
"472",27.0974781131372
"473",32.243477627635
"474",35.9334437828511
"475",32.977920519188
"476",27.3181801661849
"477",23.6652940930799
"478",27.6414324110374
"479",31.5145698888227
"480",24.1085792006925
"481",25.2450691070408
"482",33.2823165506124
"483",26.7831356404349
"484",34.8415276082233
"485",38.9426826918498
"486",27.4171421397477
"487",26.4369753422216
"488",30.3795655909926
"489",23.3237620163709
"490",24.9405216379091
"491",30.3074711374938
"492",37.5461060134694
"493",30.2936417935416
"494",30.5977218970656
"495",29.5369555708021
"496",33.6176331294701
"497",29.4372975127771
"498",24.8739075474441
"499",24.5800000615418
"500",35.5263007478788
"501",33.5601108754054
"502",22.4659698549658
"503",20.042091421783
"504",37.1415510121733
"505",34.6159140532836
"506",30.7959230616689
"507",29.9952886998653
"508",20.9587628114969
"509",37.0453342981637
"510",39.5978186978027
"511",37.8582837060094
"512",38.0063516739756
"513",35.4859713604674
"514",27.3039555409923
"515",32.923469976522
"516",28.935812106356
"517",31.6301726782694
"518",25.0577760208398
"519",25.8132036915049
"520",35.5664517637342
"521",26.8862683745101
"522",23.8552775187418
"523",36.5889277961105
"524",32.1330907521769
"525",37.3287701746449
"526",22.130631422624
"527",36.6986070154235
"528",27.5509665952995
"529",31.0102960886434
"530",26.338635571301
"531",24.8043297510594
"532",26.8356781080365
"533",28.3907666848972
"534",31.3168748887256
"535",37.2560318699107
"536",35.5326603027061
"537",30.0523777119815
"538",24.4175282958895
"539",29.7036247560754
"540",34.5266756089404
"541",38.0555635597557
"542",20.6343381106853
"543",33.5721175838262
"544",37.7143937069923
"545",34.4189571309835
"546",24.9749126331881
"547",29.5246681012213
"548",28.7044001976028
"549",36.1891194852069
"550",23.6164341634139
"551",33.0713362107053
"552",38.1049660313874
"553",22.5377849629149
"554",22.823298452422
"555",32.6839270535856
"556",36.5131264086813
"557",25.9802754176781
"558",33.5268345102668
"559",32.7074009785429
"560",27.2039916971698
"561",29.469339651987
"562",28.0192168569192
"563",23.6413386836648
"564",21.1143388133496
"565",38.5216046357527
"566",37.587525350973
"567",23.7766586476937
"568",30.0853986945003
"569",36.9703195616603
"570",29.3481931276619
"571",27.5985571136698
"572",29.2519964044914
"573",32.8040399681777
"574",31.0777685418725
"575",36.3370355125517
"576",20.6719663599506
"577",26.0354860126972
"578",31.0390209034085
"579",28.5312490630895
"580",38.5362300649285
"581",21.6676214197651
"582",39.0708673512563
"583",25.4406145447865
"584",37.3023341363296
"585",38.1267739413306
"586",27.9292596364394
"587",39.8451966699213
"588",20.2986841555685
"589",34.6501011168584
"590",30.8880836004391
"591",25.3110004169866
"592",30.7910033175722
"593",37.6275295158848
"594",34.6512289252132
"595",25.8411948382854
"596",29.2516336869448
"597",34.1152002569288
"598",31.9463690370321
"599",24.1821934236214
"600",22.6659010257572
"601",28.6064029112458
"602",26.0181469470263
"603",34.9436611682177
"604",26.0269971191883
"605",31.7325492063537
"606",37.1271519223228
"607",28.3306521456689
"608",31.2192395934835
"609",28.4357469109818
"610",28.6927230842412
"611",38.5202460829169
"612",25.3281934652478
"613",38.8952709315345
"614",37.6929782005027
"615",39.9707146408036
"616",31.9020717963576
"617",39.550611958839
"618",28.8639182550833
"619",23.4431548742577
"620",26.3670668611303
"621",26.1122844927013
"622",34.8089568642899
"623",31.8230718327686
"624",23.2290098024532
"625",38.4896538639441
"626",25.9002530621365
"627",26.229973542504
"628",23.6107269441709
"629",37.9343125876039
"630",34.8333054874092
"631",37.8754364466295
"632",31.5661953669041
"633",22.0240645529702
"634",30.8349629724398
"635",24.9826333438978
"636",28.6997788026929
"637",33.6759445909411
"638",20.7918891310692
"639",21.1960325436667
"640",20.6850409787148
"641",34.8104814300314
"642",38.180186226964
"643",28.7187208328396
"644",25.9667988540605
"645",33.7940391292796
"646",20.6033974792808
"647",33.4384247008711
"648",22.1232081949711
"649",36.4149249764159
"650",35.4823583224788
"651",23.2979801157489
"652",33.3739072829485
"653",28.9846458053216
"654",25.0376393133774
"655",20.557029703632
"656",32.6946234842762
"657",29.663246339187
"658",32.7197164762765
"659",38.7286271061748
"660",20.7578785903752
"661",30.2096675243229
"662",26.0443017398939
"663",26.2556016771123
"664",21.9291658466682
"665",26.886811312288
"666",21.5903672436252
"667",24.4845022493973
"668",37.9028311744332
"669",32.0581715507433
"670",22.9139559902251
"671",34.7644837386906
"672",23.7730286642909
"673",36.3660719105974
"674",30.8451051125303
"675",24.3276906711981
"676",29.9581379024312
"677",34.1124730138108
"678",35.9043188206851
"679",21.7992745805532
"680",24.6016213670373
"681",28.7848566612229
"682",33.0733832297847
"683",32.8728736983612
"684",38.5894905822352
"685",26.6805905802175
"686",23.1165728857741
"687",32.7855128934607
"688",30.541229667142
"689",34.78234810289
"690",35.5337813962251
"691",21.220446950756
"692",29.6721084835008
"693",37.6556003699079
"694",31.4191451156512
"695",21.3927526446059
"696",31.5544060664251
"697",23.4009749162942
"698",20.0138378795236
"699",25.8863900229335
"700",30.7128658890724
"701",32.1340933488682
"702",30.6138914264739
"703",20.1888240361586
"704",33.2537417905405
"705",21.8724076030776
"706",25.985521976836
"707",34.4717658869922
"708",27.0304958475754
"709",20.2117404527962
"710",28.0588075192645
"711",30.7493814500049
"712",27.1891906997189
"713",33.0516125820577
"714",22.949162167497
"715",23.1502619711682
"716",24.8556137783453
"717",21.8171393172815
"718",33.7176474602893
"719",32.6047067949548
"720",25.8897486934438
"721",35.3112310403958
"722",22.0320641575381
"723",37.1486966218799
"724",36.0191464610398
"725",36.4198630535975
"726",28.5183660732582
"727",22.3549978900701
"728",34.9596654158086
"729",31.1563026113436
"730",27.72857691627
"731",34.1437159338966
"732",30.2308499626815
"733",38.6681553861126
"734",31.8012859718874
"735",39.9455954693258
"736",25.1924114953727
"737",21.5567917423323
"738",29.731650846079
"739",33.1858266144991
"740",20.8891203440726
"741",31.012641559355
"742",30.9400116512552
"743",20.8077474450693
"744",34.4643109990284
"745",20.1251944666728
"746",35.388064882718
"747",23.4364206809551
"748",24.7552834451199
"749",37.5326388189569
"750",21.027700281702
"751",25.3697420470417
"752",28.3800820633769
"753",27.2766370419413
"754",22.677737637423
"755",33.0831512156874
"756",30.5430716834962
"757",34.6969118760899
"758",29.075519782491
"759",26.0698255291209
"760",22.2717686463147
"761",24.0158735774457
"762",22.8866196097806
"763",28.9534095628187
"764",29.3683402147144
"765",20.6122897937894
"766",32.8075697598979
"767",30.3409641887993
"768",20.9742923825979
"769",23.8512135157362
"770",36.0910176951438
"771",34.5734121650457
"772",27.7658602409065
"773",36.1553662875667
"774",36.9416388636455
"775",30.6811284273863
"776",26.8277029320598
"777",35.4626840678975
"778",39.5177968963981
"779",23.2668060064316
"780",20.8134765783325
"781",23.0095799639821
"782",24.9335538363084
"783",24.4898565020412
"784",26.9508420629427
"785",31.7499827360734
"786",25.0802793633193
"787",38.6488837655634
"788",28.2726821629331
"789",29.7002124227583
"790",25.7342516537756
"791",27.8471037372947
"792",37.2949527436867
"793",21.2350883893669
"794",22.079551499337
"795",32.2884803172201
"796",33.9753303816542
"797",35.4985028784722
"798",37.9440679214895
"799",25.0373487221077
"800",35.0092111248523
"801",20.1838535070419
"802",35.147547274828
"803",33.5001500649378
"804",29.214149415493
"805",27.2212844248861
"806",34.603374232538
"807",24.3605840578675
"808",38.4719676524401
"809",36.5699062915519
"810",38.308247574605
"811",39.3815584061667
"812",24.2439736798406
"813",39.1037490777671
"814",28.8322678953409
"815",32.9332026652992
"816",25.2735739108175
"817",33.5250375187024
"818",37.7801147568971
"819",25.9221051679924
"820",32.2608694899827
"821",22.2841986082494
"822",34.0622547036037
"823",32.3207995202392
"824",37.3599284142256
"825",21.5641201240942
"826",34.5643471134827
"827",29.7176968213171
"828",25.4434884665534
"829",22.9066395945847
"830",25.0543056614697
"831",25.8843161771074
"832",31.9778749905527
"833",28.9002600684762
"834",32.9371098661795
"835",32.1104775788262
"836",37.4907785281539
"837",22.9214263148606
"838",35.7313576014712
"839",24.9282175721601
"840",39.6923673525453
"841",26.4112658938393
"842",32.3060803860426
"843",24.9984003044665
"844",20.5931758927181
"845",34.9868107028306
"846",29.0539658069611
"847",38.4035279788077
"848",34.762201779522
"849",29.3428778881207
"850",30.2582836383954
"851",25.8033048035577
"852",38.3940100762993
"853",30.665152319707
"854",31.1256474489346
"855",24.544111317955
"856",20.6790031166747
"857",25.9528705850244
"858",24.7989031579345
"859",30.613284050487
"860",39.8168421490118
"861",31.8326630629599
"862",31.2832078943029
"863",30.8661619015038
"864",23.1733631249517
"865",30.0383523805067
"866",34.4304038817063
"867",31.0279061738402
"868",35.0261245248839
"869",38.1707032443956
"870",33.7339818524197
"871",35.7656946126372
"872",20.4851959599182
"873",34.3527985038236
"874",26.8051825184375
"875",31.2475271429867
"876",34.9866353860125
"877",36.295890645124
"878",22.5412421766669
"879",31.5658176271245
"880",26.3633830426261
"881",38.5584686836228
"882",34.0275763580576
"883",25.8625498367473
"884",35.7249308284372
"885",33.1089100241661
"886",27.7769079711288
"887",31.425479860045
"888",27.1381707210094
"889",36.6510957246646
"890",37.9427096946165
"891",37.7859238535166
"892",38.2905609672889
"893",25.9748655697331
"894",28.9811029331759
"895",21.1495451442897
"896",34.7847081860527
"897",22.7253241185099
"898",31.9551808573306
"899",21.0249383933842
"900",20.3530998760834
"901",36.157893226482
"902",38.3888777205721
"903",31.6265414003283
"904",30.0981296412647
"905",21.7082170117646
"906",30.1028109295294
"907",29.4526435341686
"908",28.9455974567682
"909",30.986364283599
"910",35.4244908457622
"911",31.5682887705043
"912",39.1738061327487
"913",35.6894850265235
"914",37.9611555626616
"915",31.7296383529902
"916",25.8496843231842
"917",26.989002879709
"918",21.1607422400266
"919",27.3370284447446
"920",35.1036055572331
"921",34.5932260714471
"922",36.1373895732686
"923",37.9501109756529
"924",20.3232904989272
"925",23.1493200920522
"926",32.5367098441347
"927",21.2259446131065
"928",20.9821180300787
"929",23.4696588944644
"930",21.7254907125607
"931",20.4723926773295
"932",33.5673015145585
"933",32.389056077227
"934",29.4174807658419
"935",39.5352404285222
"936",31.9165164791048
"937",21.0442888503894
"938",30.2305899979547
"939",26.2600546563044
"940",23.4329317929223
"941",24.4983354164287
"942",20.5233761528507
"943",24.7975160973147
"944",39.3811817653477
"945",26.2550143431872
"946",27.758571440354
"947",28.9482105383649
"948",35.2664387226105
"949",30.4435624927282
"950",39.7327852621675
"951",26.9423979334533
"952",23.0951649602503
"953",39.9152821116149
"954",23.7383291032165
"955",37.9376858239993
"956",31.8539380608127
"957",30.1217465521768
"958",36.8930082023144
"959",24.2958139162511
"960",25.6436970969662
"961",31.8854644335806
"962",25.947488611564
"963",22.7652256470174
"964",31.4311898546293
"965",26.8579265102744
"966",27.0451988000423
"967",21.6134202107787
"968",31.9050706271082
"969",35.688638035208
"970",33.5002606315538
"971",26.4804704440758
"972",36.4350318862125
"973",32.7932535111904
"974",20.066924309358
"975",22.1017043571919
"976",21.2013429030776
"977",21.7614380316809
"978",33.7564658839256
"979",28.9703015144914
"980",32.3731317417696
"981",20.9241297701374
"982",25.6184333516285
"983",20.728878476657
"984",25.9279107023031
"985",24.0098719345406
"986",29.9783982196823
"987",21.3688410120085
"988",31.7850302439183
"989",20.0427371961996
"990",22.4054583208635
"991",23.7332679657266
"992",21.9214504351839
"993",36.2461522361264
"994",34.2950843600556
"995",38.0467922380194
"996",24.8909845808521
"997",23.3666398283094
"998",23.3146228408441
"999",32.9354233387858
"1000",39.4526680419222
"1001",34.2864675540477
"1002",33.090293854475
"1003",20.6948164664209
"1004",34.8435719357803
"1005",25.3959436528385
"1006",34.3137541227043
"1007",29.9683123873547
"1008",29.004720505327
"1009",32.8715123655275
"1010",32.6828194595873
"1011",23.7401425139979
"1012",28.3565032994375
"1013",20.1050516264513
"1014",23.533768481575
"1015",26.3920870563015
"1016",27.1667392086238
"1017",20.5713160289451
"1018",25.3176724491641
"1019",30.6409466359764
"1020",39.3500727461651
"1021",39.6537904487923
"1022",31.1265171458945
"1023",28.8963415659964
"1024",31.4677873626351
"1025",29.793106787838
"1026",21.3530708383769
"1027",22.2069122642279
"1028",39.9308274826035
"1029",26.4334771689028
"1030",20.6673055142164
"1031",29.207529691048
"1032",38.5242804698646
"1033",24.7112778620794
"1034",39.5851525617763
"1035",39.8187739262357
"1036",30.0988190807402
"1037",24.1334071848541
"1038",29.9589616619051
"1039",32.4965737760067
"1040",31.9012884516269
"1041",39.3922020029277
"1042",28.9120751572773
"1043",25.4879619041458
"1044",23.229385279119
"1045",23.1992500135675
"1046",21.0310505935922
"1047",23.5177153116092
"1048",30.1782880583778
"1049",36.0742156580091
"1050",32.5962576782331
"1051",20.9024893539026
"1052",24.9153097486123
"1053",36.5592777915299
"1054",37.2212431579828
"1055",30.1557943411171
"1056",39.74333552178
"1057",20.3585259104148
"1058",24.6556300763041
"1059",33.4392188163474
"1060",29.550919230096
"1061",32.4350793939084
"1062",29.6038716100156
"1063",27.3897283244878
"1064",39.8073774110526
"1065",24.0527612809092
"1066",23.6708544334397
"1067",30.3423770098016
"1068",31.7814506916329
"1069",27.1957764867693
"1070",38.8066668156534
"1071",21.7365936422721
"1072",28.272537314333
"1073",36.8660045647994
"1074",33.6607616068795
"1075",37.8589514968917
"1076",24.8342325165868
"1077",23.3545570168644
"1078",29.7961642267182
"1079",27.8895301511511
"1080",26.3971048034728
"1081",20.8577100560069
"1082",26.6546137817204
"1083",33.17044345662
"1084",29.0938524529338
"1085",24.7446531616151
"1086",36.1135923769325
"1087",37.2197280731052
"1088",23.5827237181365
"1089",23.3013481833041
"1090",33.456554831937
"1091",25.9944971697405
"1092",30.946387690492
"1093",26.7455779062584
"1094",33.9344721660018
"1095",21.2927146581933
"1096",39.788007363677
"1097",28.5884341830388
"1098",20.2162210596725
"1099",34.9342114850879
"1100",28.5981473233551
"1101",38.0025407066569
"1102",25.6262756884098
"1103",32.2796784108505
"1104",31.1203261418268
"1105",32.7400619490072
"1106",33.2879955694079
"1107",35.2163527579978
"1108",29.4646268943325
"1109",37.3152886191383
"1110",21.9317054096609
"1111",38.8781487429515
"1112",20.0874482886866
"1113",29.616043609567
"1114",25.514660240151
"1115",29.2138468055055
"1116",30.9455618541688
"1117",30.3443109896034
"1118",20.037742187269
"1119",21.7684271279722
"1120",25.85740392562
"1121",27.851320062764
"1122",38.0172107275575
"1123",39.8956898599863
"1124",38.6733146151528
"1125",32.1611463464797
"1126",30.8656118577346
"1127",28.2434312626719
"1128",21.2237720424309
"1129",22.6909029250965
"1130",20.0449806684628
"1131",28.4512773621827
"1132",25.8216943684965
"1133",34.7046779468656
"1134",32.9022665973753
"1135",24.3134222971275
"1136",34.6181444684044
"1137",31.3347902754322
"1138",25.9190941182896
"1139",31.7254572687671
"1140",28.7842696439475
"1141",33.6081918794662
"1142",38.6083323089406
"1143",30.175011861138
"1144",29.4829580234364
"1145",39.0123709570616
"1146",36.4573499653488
"1147",30.3041451936588
"1148",34.7321014199406
"1149",22.028372506611
"1150",38.4431169740856
"1151",36.2312574964017
"1152",26.4431989984587
"1153",24.7554424544796
"1154",20.3589775739238
"1155",23.7790610641241
"1156",38.3881650445983
"1157",27.7384520182386
"1158",24.661911232397
"1159",24.7134973434731
"1160",21.7587845446542
"1161",21.9027304602787
"1162",20.3670564107597
"1163",35.4185805935413
"1164",31.945692342706
"1165",33.4398354915902
"1166",26.1686512921005
"1167",33.9644609065726
"1168",38.6116504389793
"1169",38.4179012198001
"1170",21.6004986455664
"1171",32.5324268266559
"1172",31.0470303567126
"1173",22.6952595403418
"1174",30.129592269659
"1175",22.2703147446737
"1176",27.7845080057159
"1177",22.7152763446793
"1178",21.6397797269747
"1179",33.9095327164978
"1180",27.6254886295646
"1181",31.0059455083683
"1182",34.4827095745131
"1183",27.9468734841794
"1184",39.603844829835
"1185",37.358971699141
"1186",35.5841802805662
"1187",21.7168485047296
"1188",38.945350931026
"1189",22.4375932011753
"1190",22.8840660909191
"1191",34.2230584239587
"1192",23.2539583789185
"1193",30.8376528695226
"1194",31.8621338391677
"1195",20.2933275094256
"1196",28.1524007814005
"1197",28.2777356915176
"1198",37.6823467109352
"1199",39.2093724943697
"1200",23.2288214424625
"1201",25.096156350337
"1202",39.4665310485289
"1203",33.4182081604376
"1204",29.9535302771255
"1205",32.5800951616839
"1206",37.8623211570084
"1207",38.5886833816767
"1208",22.1283170813695
"1209",21.3387812720612
"1210",35.9939281642437
"1211",39.7070533316582
"1212",38.5414416901767
"1213",36.8206080794334
"1214",25.3330088453367
"1215",27.9024315439165
"1216",32.7030211221427
"1217",31.8426836328581
"1218",29.5768199488521
"1219",20.8686997927725
"1220",33.8764430303127
"1221",21.9027742883191
"1222",21.8862603371963
"1223",29.6651420881972
"1224",24.3289559334517
"1225",34.383151633665
"1226",35.6386039592326
"1227",31.4343764679506
"1228",39.8872316116467
"1229",20.0730326073244
"1230",34.6339559508488
"1231",21.0798713518307
"1232",20.1837417576462
"1233",21.4080569287762
"1234",28.5576794901863
"1235",39.8194502620026
"1236",35.7926197350025
"1237",39.1535242274404
"1238",38.1666529783979
"1239",28.0603993078694
"1240",29.3792862631381
"1241",38.5075733298436
"1242",33.3218983467668
"1243",30.7269223546609
"1244",32.5147624965757
"1245",31.2448597420007
"1246",22.1773388097063
"1247",22.5639776978642
"1248",34.9622304085642
"1249",33.922745869495
"1250",28.0141930002719
"1251",21.3285462232307
"1252",28.0204305332154
"1253",39.5020074397326
"1254",30.2260761428624
"1255",27.3167970310897
"1256",21.3211758947
"1257",26.9021853851154
"1258",24.5283987326548
